accel_z,range_sensor,d_est,v_est,a_est,t
-0.10537746000000148,0.08700000000000001,4.247354888906576e-14,3.7508151178075815e-14,-1.6346612581008785e-13,0.032037
0.28979877000000087,0.084,4.85803528507806e-12,4.8590302225056884e-12,5.123054996615088e-12,0.064156
0.39278415000000066,0.08700000000000001,9.827847296955219e-11,9.827979540456745e-11,9.717221513614114e-11,0.096933
-0.12933347999999967,0.085,1.0303347518642796e-09,1.0301659004204368e-09,1.0126470715133275e-09,0.129477
-0.12454620000000105,0.08600000000000001,1.5908705742845048e-08,1.5905919905069733e-08,1.5635939227835894e-08,0.162073
0.18441975,0.083,2.3699555665025787e-07,2.3694374854259416e-07,2.32511033300625e-07,0.194649
-0.2610621599999998,0.084,2.781864606032677e-06,2.781292174801147e-06,2.7319364664420063e-06,0.226817
0.05269106999999984,0.083,3.5759634505189764e-05,3.5751830082533326e-05,3.5092627618842255e-05,0.259383
0.1916006699999997,0.085,0.00043877253144559183,0.00043867133428940135,0.0004304086653638244,0.292361
-0.4454705400000005,0.08600000000000001,0.004561979820709911,0.004560955614621419,0.004477494574984502,0.324451
0.10059329999999989,0.083,0.03387204680472524,0.033862250824484755,0.03317069423073969,0.3565
-0.5005635000000002,0.08700000000000001,0.0763726159467269,0.07632382770494281,0.07416536463168275,0.389035
-0.13172712000000075,0.084,0.08296173971843707,0.08281089108975682,0.07860268928209473,0.421088
0.050297429999998755,0.085,0.08493485320499423,0.08461099606278426,0.07806588394226185,0.453148
-0.011976450000000582,0.083,0.08293785705099807,0.08237717141125324,0.07437862655116752,0.486142
-0.07903761000000031,0.085,0.08497365533908714,0.08415121544171746,0.07591595172050629,0.519093
0.08382800999999951,0.08,0.0800005898407905,0.07887402277862898,0.06817258603399427,0.551921
-0.04311339000000025,0.082,0.08199907676205721,0.08052669217650872,0.06938832528153988,0.584294
0.05747834999999846,0.085,0.08499997753155479,0.08313911828409021,0.06996398007939249,0.616439
0.004788839999999794,0.08600000000000001,0.08599997440541482,0.08370108940996071,0.06933548620856674,0.649077
-0.1796293500000008,0.085,0.08499997810691992,0.08228024001853196,0.06967447529291171,0.681127
-0.06705960000000033,0.082,0.08199999739474162,0.07888219484394005,0.06627084126361224,0.713525
0.22273760999999936,0.085,0.08500000069232655,0.08139794751239196,0.06418484644459693,0.745566
-0.13172712000000075,0.08600000000000001,0.08599999980656918,0.08187284780545165,0.06572392849987158,0.777731
0.03113849999999907,0.085,0.08499999999304547,0.08033287071217297,0.06266687590983167,0.809768
-0.1772357100000015,0.083,0.08299999998807919,0.07780728908116713,0.06198172812969446,0.841826
-0.031135380000000268,0.084,0.08399999999894851,0.07829700392375478,0.061977941764155844,0.874377
0.011969759999999496,0.081,0.08099999999988365,0.07475816253519046,0.05730594851446108,0.906916
0.028735049999999873,0.08600000000000001,0.08599999999998154,0.0791788143220862,0.06031770495006798,0.939063
-0.03352902000000135,0.088,0.08799999999998732,0.08057243422449312,0.061272485434782184,0.971654
0.24668381999999944,0.084,0.08400000000000596,0.07586825178832746,0.05174301045616664,1.003734
0.01437321000000047,0.083,0.08299999999999977,0.07408101687848613,0.048928048799071186,1.036416
-0.12454620000000105,0.085,0.08499999999999971,0.07530291709130074,0.05133408400740931,1.06927
-0.011976450000000582,0.081,0.08099999999999999,0.07052873324850223,0.04598741151992906,1.10168
-0.3856001100000004,0.083,0.08299999999999991,0.07184883405824,0.052669783994434116,1.134282
-0.06227231999999994,0.084,0.08399999999999999,0.07224252081766473,0.05321131451208419,1.166404
0.03113849999999907,0.085,0.085,0.07261291184928671,0.05224247941474944,1.199463
