accel_z,range_sensor,d_est,v_est,a_est,t
-0.08861216999999932,0.197,0.199999999986019,-1.3107199938916037e-09,-8.191999961822524e-08,0.032006
-0.03592266000000066,0.197,0.19999999924502548,-3.145727292647698e-08,-7.372798320190992e-07,0.064024
0.43349564999999934,0.198,0.19999999416992953,-1.5466463659357726e-07,-2.211835255948021e-06,0.097022
0.033532140000000155,0.195,0.19999994759037154,-1.0337106772734045e-06,-1.094986153385618e-05,0.129686
0.01437321000000047,0.197,0.19999983325898646,-2.583337043711378e-06,-2.1189202242891278e-05,0.161686
-0.03831629999999997,0.196,0.19999948594537797,-6.6005665376668885e-06,-4.477840116941955e-05,0.194128
-0.10298382000000039,0.197,0.19999883763172285,-1.2692158532657777e-05,-7.286363391538435e-05,0.22624
-0.1772357100000015,0.196,0.19999731298468162,-2.5646850135034782e-05,-0.00012873842424849678,0.258768
-0.14370513000000074,0.196,0.19999447364706677,-4.68003476283117e-05,-0.0002082188867598541,0.290777
-0.023954460000000566,0.194,0.19998790293744842,-9.242057773417865e-05,-0.0003715837544743377,0.323271
0.6682097099999993,0.198,0.19998210507487443,-0.00012319725595881433,-0.00044350656321836374,0.355282
-0.14131148999999965,0.196,0.19996973475120117,-0.00019093701298500518,-0.0006302938162509686,0.387893
0.028735049999999873,0.197,0.19995420430723151,-0.0002659215115316758,-0.0008066978030146382,0.420684
-0.047900670000000645,0.196,0.19992779835953525,-0.0003895288277661257,-0.001098824679620968,0.452685
-0.026348099999999874,0.194,0.19987796360391738,-0.0006168205364731389,-0.0016343805097078432,0.485147
0.11496494999999918,0.194,0.19980745040568337,-0.0009134913770028441,-0.002272953966926402,0.51778
-0.11256819000000107,0.2,0.1997796010217026,-0.0009744987791897506,-0.002244108598574745,0.550322
0.03113849999999907,0.198,0.1997210929325649,-0.0011601939999452597,-0.0025087477812201354,0.582375
-0.04071975000000094,0.195,0.19959246597175265,-0.001612447105073483,-0.003328052231963725,0.614413
-0.03352902000000135,0.195,0.199428809032083,-0.002151400655512951,-0.004233632882453245,0.646593
-0.03352902000000135,0.196,0.19925666010942503,-0.002664577311974796,-0.004987674491623215,0.679592
0.016766849999999778,0.196,0.19905269868998646,-0.0032385558461360702,-0.005778413287005984,0.711696
-0.014370090000001667,0.199,0.1989484679051252,-0.003415396949844762,-0.0057636604238917605,0.743911
-0.03831629999999997,0.198,0.19879316733952007,-0.0037410017896083764,-0.00601158612443888,0.775944
