accel_z,range_sensor,d_est,v_est,a_est,t
-0.047900670000000645,0.20199999999999999,0.2000000000093207,8.73813329261057e-10,5.461333307881607e-08,0.032987
0.11735858999999849,0.20299999999999999,0.2000000007223522,3.014655323189637e-08,7.099731726061434e-07,0.065005
-0.10298382000000039,0.20099999999999998,0.20000000389603434,1.0267285041557183e-07,1.4472501612997176e-06,0.097012
0.18201629999999902,0.204,0.2000000403208346,7.955989653272802e-07,8.437673991826926e-06,0.129191
0.1892070299999986,0.2,0.2000000700983229,1.0655765101523278e-06,8.437434724991267e-06,0.162191
0.16285736999999934,0.204,0.2000003623243178,4.674876123325616e-06,3.202752856561063e-05,0.195166
-0.05268795000000104,0.20299999999999999,0.20000094251779643,1.03587817319024e-05,6.011482029331381e-05,0.227175
-0.12454620000000105,0.204,0.20000238605079224,2.290631112636305e-05,0.0001159938175348819,0.259798
-0.12454620000000105,0.20299999999999999,0.2000046427413967,3.9391390674279944e-05,0.00017559425587432683,0.291813
0.028735049999999873,0.20299999999999999,0.20000847440330102,6.447323703231357e-05,0.0002572105059161934,0.32382
-0.10059018000000108,0.204,0.2000159960102237,0.00011066457009473066,0.0004017743641214756,0.35582
0.14130479999999856,0.20199999999999999,0.20002382549470565,0.0001501778655696866,0.0004947589664920254,0.388042
0.1987815899999994,0.20299999999999999,0.20003800624046356,0.00022096978177786196,0.0006716280837268448,0.420042
0.13173023999999955,0.20199999999999999,0.20005408282054152,0.00029091066400346497,0.0008163541250700314,0.452055
0.07424364000000061,0.204,0.20008830459030505,0.00044489313663383394,0.001172758387388025,0.484065
-0.019157370000000284,0.20299999999999999,0.20012783926988817,0.0006032785413519716,0.001488574361523591,0.516065
-0.009582810000001274,0.199,0.20013479693502897,0.0005905319457856117,0.0013400544552694274,0.548065
-0.17243861999999943,0.204,0.20021198980416752,0.0008840641798612382,0.0019225075599856138,0.580808
-0.2610621599999998,0.2,0.20023661600060683,0.0009264193793373355,0.0018802948264331572,0.612808
-0.11256819000000107,0.204,0.20035797416288767,0.0013422183912565144,0.002624997996693948,0.645778
-0.007189170000000189,0.20099999999999998,0.20042027274096957,0.0014934538422851907,0.002759227072062871,0.677786
0.016766849999999778,0.205,0.20063552437135987,0.0021741825017881434,0.003889754697468205,0.710785
0.05508470999999915,0.20299999999999999,0.2008075621272138,0.0026419136468771635,0.0045174166604104015,0.742788
0.06945636000000022,0.2,0.20084836312430046,0.002635479543129091,0.004252238038661049,0.775776
-0.09819654,0.204,0.20111721915204933,0.0033464637277343073,0.005224211488582715,0.808286
-0.11017454999999998,0.20199999999999999,0.20127924995148677,0.0036724348352576716,0.005483222514494985,0.840296
-0.14131148999999965,0.20199999999999999,0.20144500207720575,0.003981136140551224,0.005693345713982352,0.873293
-0.11256819000000107,0.20299999999999999,0.2016941425769483,0.00450043996742723,0.00620848716319077,0.905316
-0.14131148999999965,0.20099999999999998,0.2017650383469519,0.004489356158091336,0.00589725099024233,0.937316
-5.520517080000001,0.20099999999999998,0.20182295948275933,0.004441170724520414,0.005555193930390193,0.970316
