accel_z,range_sensor,d_est,v_est,a_est,t
-0.15410529000000084,0.115,0.032391819823307924,0.029008181221469698,-0.0878743173301374,0.03299
-0.14453072999999997,0.113,0.05574016657397371,0.04750486250453298,-0.09862275303369325,0.065981
-0.027173700000000495,0.114,0.07323951314855812,0.06220465232820446,0.005505952267710744,0.097989
-0.0726724800000008,0.116,0.08670836033330566,0.07209879750506404,-0.049187955875202485,0.12999
-0.11578743000000008,0.117,0.09687160179429773,0.07689312501501258,-0.09964951961466861,0.162989
0.10455497999999946,0.115,0.10376287717867881,0.08306235517499193,0.11356432312425083,0.195979
-0.12776544000000037,0.117,0.10938672372723275,0.08390928958422453,-0.12166150662166944,0.227989
-0.051119910000000754,0.115,0.11286987963723255,0.08255526670749701,-0.04941209003888041,0.260001
0.051865469999999324,0.117,0.11593778283984164,0.08382928805317771,0.05271710011612335,0.293001
0.049471829999999106,0.114,0.11733618689998368,0.08411733860359283,0.04679704770519039,0.325982
0.09498041999999969,0.114,0.11835726372629769,0.08504798917274237,0.0914869906802887,0.358979
0.1859877899999995,0.116,0.11970344090865971,0.08878102514277476,0.18301856170616893,0.39101
0.1548508499999994,0.113,0.11991375780866982,0.09122315004245908,0.14930775633804344,0.423984
-0.15410529000000084,0.114,0.1203234538068402,0.08620352039640086,-0.15917510641818564,0.456719
0.0806087699999992,0.114,0.12052110329627523,0.08429229820948038,0.07538048450676471,0.489717
-0.03435462000000005,0.114,0.12062026585292239,0.08144537666598052,-0.039662406383515855,0.522708
-0.10620306000000003,0.114,0.12059427365573737,0.07596574112381564,-0.11149000749456534,0.55486
-0.015195690000000222,0.112,0.11989901996952841,0.07158549030178958,-0.021528716865828083,0.587842
0.051865469999999324,0.116,0.12045447062800432,0.07089728186886692,0.0482941050257976,0.62083
0.2266992899999994,0.113,0.12004285958688418,0.07394299240735716,0.22105268770887965,0.652832
0.08539604999999964,0.117,0.12093217651438982,0.07619872781586708,0.08224343497616352,0.684833
0.11892662999999995,0.114,0.12076762766511899,0.07703288050591667,0.11350069546993607,0.717835
0.16443521999999947,0.114,0.12068360118899912,0.0792431268095427,0.15907665345495223,0.75083
-0.12296835000000073,0.114,0.12060975814328723,0.07493642096341183,-0.12826771059983977,0.782832
-0.10620306000000003,0.115,0.12070811737048727,0.06910228378627241,-0.11077953380157333,0.815834
-0.039141900000000486,0.11800000000000001,0.1215090520984824,0.06589013834332491,-0.041955277222237145,0.84883
-0.07506611999999993,0.116,0.12144624733113336,0.06159529585163561,-0.07943263953287102,0.880834
-0.07986321000000064,0.115,0.12101468736712012,0.05666173096781339,-0.08468547562579774,0.91284
-0.09183141000000063,0.113,0.12002397095466673,0.050999040799778995,-0.09746286702098822,0.945829
-0.6666385499999999,0.11800000000000001,0.12045075574897074,0.03322728496902749,-0.6686034352481538,0.97786
-0.13973364000000035,0.115,0.11956028941844503,0.022740137334566597,-0.14338984830475526,1.01061
