u, y, t
-109,-114988,8737
-109,-114801,8742
-110,-114648,8747
-110,-114460,8752
-110,-114270,8757
-110,-114081,8762
-110,-113893,8767
-110,-113699,8772
-111,-113513,8777
-111,-113323,8782
-111,-113135,8787
-111,-112978,8792
-111,-112794,8797
-111,-112607,8802
-112,-112417,8807
-112,-112234,8812
-112,-112040,8817
-112,-111847,8822
-112,-111653,8827
-112,-111497,8832
-113,-111308,8837
-113,-111121,8842
-113,-110930,8847
-113,-110737,8852
-113,-110546,8857
-113,-110353,8862
-114,-110163,8867
-114,-109961,8872
-114,-109804,8877
-114,-109606,8882
-114,-109423,8887
-115,-109230,8892
-115,-109032,8897
-115,-108839,8902
-115,-108644,8907
-115,-108450,8912
-115,-108253,8918
-116,-108048,8923
-116,-107845,8928
-116,-107637,8933
-116,-107441,8938
-116,-107260,8943
-116,-107065,8948
-117,-106864,8953
-117,-106664,8958
-117,-106510,8963
-117,-106312,8968
-117,-106104,8973
-117,-105902,8978
-118,-105703,8983
-118,-105507,8988
-118,-105307,8993
-118,-105099,8998
-118,-104939,9003
-118,-104741,9008
-119,-104545,9013
-119,-104343,9018
-119,-104140,9023
-119,-103932,9028
-119,-103730,9033
-119,-103528,9038
-120,-103328,9043
-120,-103167,9048
-120,-102959,9053
-120,-102750,9058
-120,-102546,9063
-120,-102343,9068
-121,-102133,9073
-121,-101926,9078
-121,-101717,9083
-121,-101559,9088
-121,-101363,9093
-121,-101153,9098
-122,-100946,9103
-122,-100744,9108
-122,-100538,9113
-122,-100328,9118
-122,-100114,9123
-123,-99894,9128
-123,-99731,9133
-123,-99526,9138
-123,-99309,9143
-123,-99094,9148
-123,-98880,9153
-124,-98671,9158
-124,-98457,9163
-124,-98242,9168
-124,-98024,9174
-124,-97812,9179
-124,-97601,9184
-125,-97389,9189
-125,-97169,9194
-125,-96955,9199
-125,-96736,9204
-125,-96523,9209
-125,-96304,9214
-126,-96129,9219
-126,-95903,9224
-126,-95688,9229
-126,-95473,9234
-126,-95260,9239
-126,-95037,9244
-127,-94817,9249
-127,-94601,9254
-127,-94421,9259
-127,-94197,9264
-127,-93974,9269
-127,-93758,9274
-128,-93539,9279
-128,-93318,9284
-128,-93098,9289
-128,-92880,9294
-128,-92658,9299
-128,-92477,9304
-129,-92249,9309
-129,-92027,9314
-129,-91807,9319
-129,-91591,9324
-129,-91365,9329
-129,-91147,9334
-130,-90921,9339
-130,-90740,9344
-130,-90508,9349
-130,-90275,9354
-130,-90045,9359
-130,-89814,9364
-131,-89588,9369
-131,-89370,9374
-131,-89147,9379
-131,-88933,9384
-131,-88759,9389
-132,-88537,9394
-132,-88307,9399
-132,-88079,9404
-132,-87862,9409
-132,-87638,9414
-132,-87421,9419
-133,-87196,9424
-133,-86970,9430
-133,-86732,9435
-133,-86499,9440
-133,-86260,9445
-133,-86025,9450
-134,-85808,9455
-134,-85588,9460
-134,-85350,9465
-134,-85118,9470
-134,-84939,9475
-134,-84711,9480
-135,-84472,9485
-135,-84228,9490
-135,-83993,9495
-135,-83763,9500
-135,-83528,9505
-135,-83298,9510
-136,-83114,9515
-136,-82878,9520
-136,-82641,9525
-136,-82405,9530
-136,-82164,9535
-136,-81934,9540
-137,-81701,9545
-137,-81467,9550
-137,-81231,9555
-137,-81050,9560
-137,-80810,9565
-137,-80568,9570
-138,-80329,9575
-138,-80093,9580
-138,-79862,9585
-138,-79633,9590
-138,-79395,9595
-138,-79207,9600
-139,-78960,9605
-139,-78718,9610
-139,-78475,9615
-139,-78234,9620
-139,-78028,9625
-140,-77787,9630
-140,-77546,9635
-140,-77300,9640
-140,-77117,9645
-140,-76878,9650
-140,-76643,9655
-141,-76396,9660
-141,-76158,9665
-141,-75916,9670
-141,-75672,9675
-141,-75427,9680
-141,-75189,9686
-142,-74947,9691
-142,-74690,9696
-142,-74441,9701
-142,-74194,9706
-142,-73952,9711
-142,-73702,9716
-143,-73457,9721
-143,-73215,9726
-143,-73023,9731
-143,-72775,9736
-143,-72519,9741
-143,-72277,9746
-144,-72038,9751
-144,-71788,9756
-144,-71540,9761
-144,-71295,9766
-144,-71093,9771
-144,-70837,9776
-145,-70585,9781
-145,-70334,9786
-145,-70092,9791
-145,-69839,9796
-145,-69583,9801
-145,-69325,9806
-146,-69074,9811
-146,-68875,9816
-146,-68623,9821
-146,-68371,9826
-146,-68126,9831
-146,-67865,9836
-147,-67612,9841
-147,-67356,9846
-147,-67100,9851
-147,-66891,9856
-147,-66636,9861
-148,-66387,9866
-148,-66130,9871
-148,-65868,9876
-148,-65610,9881
-148,-65353,9886
-148,-65093,9891
-149,-64835,9896
-149,-64632,9901
-149,-64379,9906
-149,-64121,9911
-149,-63863,9916
-149,-63605,9921
-150,-63347,9926
-150,-63083,9931
-150,-62819,9936
-150,-62558,9942
-150,-62298,9947
-150,-62032,9952
-151,-61769,9957
-151,-61509,9962
-151,-61242,9967
-151,-60974,9972
-151,-60711,9977
-151,-60455,9982
-152,-60252,9987
-152,-59985,9992
-152,-59724,9997
-152,-59456,10002
-152,-59190,10007
-152,-58918,10012
-153,-58653,10017
-153,-58389,10022
-153,-58178,10027
-153,-57905,10032
-153,-57644,10037
-153,-57382,10042
-154,-57107,10047
-154,-56835,10052
-154,-56577,10057
-154,-56306,10062
-154,-56031,10067
-154,-55816,10072
-155,-55535,10077
-155,-55254,10082
-155,-54986,10087
-155,-54719,10092
-155,-54446,10097
-156,-54173,10102
-156,-53898,10107
-156,-53687,10112
-156,-53414,10117
-156,-53137,10122
-156,-52867,10127
-157,-52600,10132
-157,-52326,10137
-157,-52061,10142
-157,-51787,10147
-157,-51520,10152
-157,-51302,10157
-158,-51025,10162
-158,-50745,10167
-158,-50470,10172
-158,-50190,10177
-158,-49923,10182
-158,-49651,10187
-159,-49376,10192
-159,-49099,10198
-159,-48827,10203
-159,-48543,10208
-159,-48261,10213
-159,-47983,10218
-160,-47710,10223
-160,-47430,10228
-160,-47153,10233
-160,-46881,10238
-160,-46660,10243
-160,-46377,10248
-161,-46100,10253
-161,-45831,10258
-161,-45542,10263
-161,-45263,10268
-161,-44985,10273
-161,-44705,10278
-162,-44485,10283
-162,-44206,10288
-162,-43929,10293
-162,-43650,10298
-162,-43379,10303
-162,-43107,10308
-163,-42826,10313
-163,-42545,10318
-163,-42258,10323
-163,-42040,10328
-163,-41751,10333
-164,-41484,10338
-164,-41199,10343
-164,-40916,10348
-164,-40638,10353
-164,-40347,10358
-164,-40072,10363
-165,-39842,10368
-165,-39556,10373
-165,-39275,10378
-165,-38998,10383
-165,-38720,10388
-165,-38450,10393
-166,-38174,10398
-166,-37886,10403
-166,-37610,10408
-166,-37391,10413
-166,-37106,10418
-166,-36829,10423
-167,-36541,10428
-167,-36262,10433
-167,-35972,10438
-167,-35678,10443
-167,-35408,10448
-167,-35131,10454
-168,-34856,10459
-168,-34569,10464
-168,-34276,10469
-168,-33981,10474
-168,-33693,10479
-168,-33411,10484
-169,-33135,10489
-169,-32842,10494
-169,-32622,10499
-169,-32339,10504
-169,-32050,10509
-169,-31767,10514
-170,-31482,10519
-170,-31204,10524
-170,-30922,10529
-170,-30638,10534
-170,-30419,10539
-170,-30129,10544
-171,-29843,10549
-171,-29547,10554
-171,-29256,10559
-171,-28976,10564
-171,-28685,10569
-172,-28382,10574
-172,-28094,10579
-172,-27875,10584
-172,-27599,10589
-172,-27315,10594
-172,-27031,10599
-173,-26742,10604
-173,-26458,10609
-173,-26166,10614
-173,-25869,10619
-173,-25637,10624
-173,-25344,10629
-174,-25057,10634
-174,-24769,10639
-174,-24491,10644
-174,-24200,10649
-174,-23908,10654
-174,-23614,10659
-175,-23318,10664
-175,-23087,10669
-175,-22804,10674
-175,-22510,10679
-175,-22218,10684
-175,-21924,10689
-176,-21627,10694
-176,-21340,10699
-176,-21061,10704
-176,-20758,10710
-176,-20472,10715
-176,-20176,10720
-177,-19888,10725
-177,-19608,10730
-177,-19322,10735
-177,-19030,10740
-177,-18732,10745
-177,-18431,10750
-178,-18212,10755
-178,-17944,10760
-178,-17653,10765
-178,-17354,10770
-178,-17054,10775
-178,-16759,10780
-179,-16461,10785
-179,-16173,10790
-179,-15943,10795
-179,-15664,10800
-179,-15371,10805
-180,-15072,10810
-180,-14774,10815
-180,-14486,10820
-180,-14196,10825
-180,-13901,10830
-180,-13608,10835
-181,-13365,10840
-181,-13071,10845
-181,-12783,10850
-181,-12501,10855
-181,-12211,10860
-181,-11921,10865
-182,-11630,10870
-182,-11346,10875
-182,-11109,10880
-182,-10808,10885
-182,-10531,10890
-182,-10234,10895
-183,-9938,10900
-183,-9653,10905
-183,-9361,10910
-183,-9060,10915
-183,-8765,10920
-183,-8523,10925
-184,-8233,10930
-184,-7942,10935
-184,-7645,10940
-184,-7368,10945
-184,-7074,10950
-184,-6793,10955
-185,-6500,10960
-185,-6207,10966
-185,-5930,10971
-185,-5633,10976
-185,-5333,10981
-185,-5048,10986
-186,-4758,10991
-186,-4466,10996
-186,-4180,11001
-186,-3888,11006
-186,-3650,11011
-186,-3356,11016
-187,-3065,11021
-187,-2782,11026
-187,-2493,11031
-187,-2213,11036
-187,-1926,11041
-188,-1635,11046
-188,-1414,11051
-188,-1132,11056
-188,-853,11061
-188,-576,11066
-188,-301,11071
-189,-14,11076
-189,270,11081
-189,561,11086
-189,855,11091
-189,1064,11096
-189,1332,11101
-190,1621,11106
-190,1910,11111
-190,2155,11116
-190,2435,11121
-190,2696,11126
-190,2966,11131
-191,3196,11136
-191,3471,11141
-191,3758,11146
-191,4035,11151
-191,4277,11156
0,4565,11161
0,4859,11166
0,5163,11171
0,5454,11176
0,5696,11181
0,5997,11186
0,6289,11191
0,6578,11196
0,6874,11201
0,7162,11206
0,7453,11211
0,7735,11216
0,8014,11222
0,8289,11227
0,8558,11232
0,8819,11237
0,9076,11242
0,9334,11247
0,9578,11252
0,9816,11257
0,10060,11262
0,10249,11267
0,10484,11272
0,10710,11277
0,10933,11282
0,11153,11287
0,11368,11292
0,11575,11297
0,11785,11302
0,11944,11307
0,12144,11312
0,12341,11317
0,12524,11322
0,12707,11327
0,12876,11332
0,13053,11337
0,13223,11342
0,13392,11347
0,13522,11352
0,13672,11357
0,13831,11362
0,13983,11367
0,14132,11372
0,14275,11377
0,14414,11382
0,14544,11387
0,14640,11392
0,14759,11397
0,14875,11402
0,14987,11407
0,15097,11412
0,15202,11417
0,15305,11422
0,15403,11427
0,15497,11432
0,15567,11437
0,15654,11442
0,15735,11447
0,15812,11452
0,15888,11457
0,15958,11462
0,16027,11467
0,16092,11472
0,16155,11478
0,16213,11483
0,16270,11488
0,16322,11493
0,16369,11498
0,16415,11503
0,16451,11508
0,16477,11513
0,16487,11518
0,16487,11523
0,16487,11528
0,16487,11533
0,16487,11538
0,16487,11543
0,16487,11548
0,16487,11553
0,16487,11558
0,16487,11563
0,16487,11568
0,16487,11573
0,16487,11578
0,16487,11583
0,16487,11588
0,16487,11593
0,16487,11598
0,16487,11603
0,16487,11608
0,16487,11613
0,16487,11618
0,16487,11623
0,16487,11628
0,16487,11633
0,16487,11638
0,16487,11643
0,16487,11648
0,16487,11653
0,16487,11658
191,16478,11663
191,16414,11668
191,16313,11673
191,16173,11678
191,16011,11683
191,15810,11688
191,15636,11693
191,15406,11698
191,15165,11703
191,14903,11708
191,14634,11713
191,14358,11718
191,14076,11723
191,13780,11728
191,13496,11734
191,13198,11739
191,12909,11744
191,12623,11749
191,12338,11754
191,12033,11759
190,11756,11764
190,11476,11769
190,11184,11774
190,10969,11779
190,10685,11784
190,10389,11789
190,10088,11794
189,9794,11799
189,9504,11804
189,9215,11809
189,8921,11814
188,8692,11819
188,8391,11824
188,8106,11829
188,7810,11834
187,7521,11839
187,7225,11844
187,6933,11849
186,6643,11854
186,6348,11859
185,6106,11864
185,5810,11869
184,5510,11874
184,5221,11879
183,4933,11884
183,4625,11889
182,4337,11894
182,4054,11899
181,3818,11904
180,3543,11909
180,3246,11914
179,2945,11919
178,2653,11924
177,2344,11929
177,2055,11934
176,1752,11939
175,1460,11944
174,1231,11949
173,938,11954
172,643,11959
171,345,11964
170,64,11969
169,-232,11974
167,-501,11979
166,-781,11984
165,-1054,11990
164,-1335,11995
162,-1621,12000
161,-1901,12005
160,-2187,12010
158,-2464,12015
157,-2738,12020
155,-3024,12025
153,-3304,12030
152,-3522,12035
150,-3795,12040
148,-4073,12045
146,-4339,12050
144,-4604,12055
143,-4869,12060
141,-5130,12065
139,-5388,12070
136,-5588,12075
134,-5837,12080
132,-6086,12085
130,-6329,12090
128,-6567,12095
125,-6801,12100
123,-7041,12105
120,-7262,12110
118,-7489,12115
115,-7668,12120
112,-7885,12125
110,-8094,12130
107,-8297,12135
104,-8501,12140
101,-8701,12145
98,-8894,12150
95,-9084,12155
92,-9234,12160
89,-9411,12165
86,-9585,12170
83,-9761,12175
79,-9930,12180
76,-10089,12185
73,-10243,12190
69,-10380,12195
66,-10518,12200
62,-10623,12205
59,-10753,12210
55,-10879,12215
51,-10995,12220
48,-11102,12225
44,-11201,12230
40,-11296,12235
36,-11385,12240
32,-11468,12246
28,-11546,12251
24,-11617,12256
20,-11682,12261
16,-11741,12266
12,-11791,12271
8,-11835,12276
3,-11870,12281
-1,-11896,12286
-5,-11911,12291
-10,-11921,12296
-14,-11920,12301
-18,-11911,12306
-23,-11899,12311
-27,-11887,12316
-31,-11869,12321
-36,-11845,12326
-40,-11822,12331
-45,-11786,12336
-49,-11746,12341
-53,-11694,12346
-58,-11637,12351
-62,-11570,12356
-67,-11498,12361
-71,-11417,12366
-76,-11328,12371
-80,-11253,12376
-84,-11152,12381
-89,-11045,12386
-93,-10931,12391
-97,-10811,12396
-101,-10686,12401
-105,-10552,12406
-110,-10409,12411
-114,-10286,12416
-118,-10134,12421
-122,-9977,12426
-125,-9814,12431
-129,-9639,12436
-133,-9452,12441
-137,-9262,12446
-140,-9061,12451
-144,-8852,12456
-147,-8685,12461
-151,-8459,12466
-154,-8233,12471
-157,-8013,12476
-160,-7778,12481
-163,-7541,12486
-166,-7295,12491
-168,-7034,12496
-171,-6769,12502
-173,-6498,12507
-176,-6227,12512
-178,-5947,12517
-180,-5665,12522
-182,-5385,12527
-183,-5109,12532
-185,-4814,12537
-186,-4531,12542
-187,-4297,12547
-189,-3995,12552
-189,-3709,12557
-190,-3421,12562
-191,-3129,12567
-191,-2838,12572
-191,-2549,12577
-191,-2248,12582
-191,-2023,12587
-191,-1727,12592
-190,-1427,12597
-189,-1135,12602
-188,-856,12607
-187,-570,12612
-186,-287,12617
-184,-4,12622
-182,289,12627
-180,506,12632
-178,793,12637
-176,1088,12642
-173,1369,12647
-170,1658,12652
-167,1952,12657
-164,2241,12662
-161,2543,12667
-157,2777,12672
-153,3065,12677
-149,3361,12682
-145,3650,12687
-141,3931,12692
-136,4208,12697
-131,4488,12702
-126,4754,12707
-121,5005,12712
-116,5205,12717
-110,5452,12722
-105,5691,12727
-99,5921,12732
-93,6143,12737
-87,6359,12742
-81,6561,12747
-74,6749,12752
-68,6925,12758
-61,7089,12763
-54,7243,12768
-47,7390,12773
-40,7521,12778
-33,7643,12783
-26,7753,12788
-19,7848,12793
-12,7930,12798
-5,7985,12803
3,8040,12808
10,8081,12813
17,8106,12818
25,8118,12823
32,8119,12828
39,8108,12833
47,8089,12838
54,8065,12843
61,8025,12848
68,7974,12853
75,7913,12858
82,7844,12863
89,7762,12868
96,7669,12873
102,7563,12878
109,7446,12883
115,7342,12888
121,7202,12893
127,7055,12898
133,6890,12903
139,6716,12908
144,6541,12913
149,6352,12918
154,6155,12923
159,5982,12928
163,5767,12933
167,5541,12938
171,5300,12943
174,5050,12948
178,4793,12953
180,4534,12958
183,4271,12963
185,3999,12968
187,3784,12973
189,3498,12978
190,3215,12983
191,2920,12988
191,2629,12993
191,2341,12998
191,2044,13003
190,1757,13008
189,1457,13014
188,1168,13019
186,883,13024
184,581,13029
181,283,13034
178,-6,13039
175,-302,13044
171,-577,13049
167,-870,13054
163,-1093,13059
158,-1373,13064
153,-1669,13069
147,-1948,13074
142,-2228,13079
135,-2511,13084
129,-2789,13089
122,-3049,13094
115,-3249,13099
108,-3503,13104
100,-3742,13109
92,-3964,13114
84,-4187,13119
76,-4394,13124
67,-4595,13129
59,-4768,13134
50,-4928,13139
41,-5046,13144
32,-5182,13149
22,-5308,13154
13,-5415,13159
4,-5509,13164
-6,-5585,13169
-15,-5639,13174
-25,-5672,13179
-34,-5685,13184
-43,-5685,13189
-53,-5668,13194
-62,-5640,13199
-71,-5600,13204
-80,-5545,13209
-89,-5473,13214
-97,-5388,13219
-105,-5285,13224
-113,-5189,13229
-121,-5057,13234
-129,-4912,13239
-136,-4762,13244
-143,-4595,13249
-149,-4422,13254
-155,-4225,13259
-161,-4016,13264
-166,-3797,13270
-171,-3564,13275
-175,-3313,13280
-179,-3055,13285
-182,-2794,13290
-185,-2528,13295
-187,-2262,13300
-189,-1972,13305
-190,-1685,13310
-191,-1445,13315
-191,-1149,13320
-191,-849,13325
-190,-553,13330
-188,-272,13335
-186,17,13340
-184,317,13345
-180,604,13350
-177,835,13355
-172,1136,13360
-167,1422,13365
-162,1719,13370
-156,2003,13375
-150,2286,13380
-143,2577,13385
-135,2858,13390
-128,3135,13395
-119,3350,13400
-111,3616,13405
-102,3873,13410
-92,4110,13415
-83,4342,13420
-73,4556,13425
-62,4755,13430
-52,4928,13435
-41,5064,13440
-30,5215,13445
-19,5354,13450
-8,5469,13455
3,5569,13460
14,5647,13465
25,5701,13470
36,5733,13475
47,5742,13480
58,5738,13485
69,5716,13490
79,5678,13495
89,5621,13500
99,5544,13505
109,5451,13510
118,5342,13515
127,5209,13520
135,5069,13526
143,4906,13531
151,4740,13536
158,4562,13541
164,4374,13546
170,4164,13551
175,3939,13556
179,3707,13561
183,3458,13566
186,3249,13571
188,2981,13576
190,2708,13581
191,2430,13586
191,2145,13591
191,1856,13596
189,1568,13601
187,1265,13606
185,1044,13611
181,747,13616
177,448,13621
172,148,13626
166,-136,13631
160,-421,13636
153,-718,13641
145,-980,13646
137,-1246,13651
128,-1461,13656
119,-1725,13661
109,-1987,13666
98,-2238,13671
87,-2475,13676
76,-2704,13681
65,-2911,13686
53,-3100,13691
41,-3237,13696
28,-3394,13701
16,-3537,13706
3,-3657,13711
-10,-3755,13716
-22,-3828,13721
-35,-3875,13726
-47,-3896,13731
-60,-3891,13736
-72,-3872,13741
-83,-3834,13746
-95,-3778,13751
-106,-3703,13756
-116,-3611,13761
-126,-3496,13766
-136,-3370,13771
-144,-3221,13776
-153,-3051,13782
-160,-2873,13787
-167,-2677,13792
-173,-2462,13797
-178,-2241,13802
-183,-2006,13807
-186,-1760,13812
-189,-1494,13817
-190,-1224,13822
-191,-1001,13827
-191,-720,13832
-190,-430,13837
-188,-127,13842
-185,170,13847
-181,464,13852
-177,761,13857
-171,1042,13862
-164,1283,13867
-157,1577,13872
-149,1875,13877
-140,2169,13882
-130,2452,13887
-120,2739,13892
-109,3002,13897
-98,3264,13902
-85,3510,13907
-73,3696,13912
-60,3910,13917
-47,4113,13922
-33,4295,13927
-19,4461,13932
-5,4603,13937
9,4717,13942
23,4805,13947
36,4853,13952
50,4883,13957
64,4890,13962
77,4875,13967
90,4849,13972
102,4804,13977
114,4744,13982
125,4664,13987
135,4559,13992
145,4461,13997
154,4323,14002
162,4157,14007
169,3971,14012
175,3778,14017
181,3561,14022
185,3326,14027
188,3074,14032
190,2816,14038
191,2552,14043
191,2272,14048
190,1989,14053
188,1713,14058
184,1418,14063
180,1122,14068
174,825,14073
167,532,14078
160,308,14083
151,8,14088
141,-289,14093
131,-568,14098
120,-844,14103
108,-1105,14108
95,-1352,14113
82,-1584,14118
68,-1765,14123
53,-1968,14128
39,-2158,14133
24,-2333,14138
9,-2483,14143
-6,-2611,14148
-22,-2709,14153
-37,-2782,14158
-51,-2822,14163
-66,-2830,14168
-80,-2820,14173
-94,-2788,14178
-107,-2731,14183
-119,-2655,14188
-131,-2553,14193
-142,-2424,14198
-152,-2279,14203
-161,-2144,14208
-169,-1961,14213
-175,-1765,14218
-181,-1547,14223
-186,-1314,14228
-189,-1071,14233
-191,-814,14238
-191,-546,14243
-191,-271,14248
-189,-46,14253
-185,236,14258
-181,521,14263
-175,828,14268
-168,1127,14273
-160,1405,14278
-150,1696,14283
-140,1973,14288
-129,2257,14294
-116,2533,14299
-103,2795,14304
-89,3043,14309
-75,3284,14314
-59,3506,14319
-44,3705,14324
-28,3886,14329
-12,4043,14334
5,4145,14339
21,4257,14344
37,4341,14349
53,4393,14354
69,4410,14359
84,4410,14364
98,4378,14369
112,4321,14374
125,4257,14379
137,4154,14384
148,4027,14389
158,3881,14394
167,3718,14399
174,3525,14404
181,3319,14409
185,3091,14414
189,2857,14419
191,2670,14424
191,2415,14429
190,2145,14434
188,1869,14439
184,1591,14444
178,1313,14449
172,1025,14454
163,746,14459
154,519,14464
143,227,14469
131,-46,14474
118,-317,14479
104,-576,14484
90,-832,14489
74,-1069,14494
58,-1285,14499
41,-1477,14504
24,-1621,14509
7,-1776,14514
-11,-1908,14519
-28,-2008,14524
-45,-2080,14529
-62,-2119,14534
-78,-2129,14539
-94,-2110,14544
-109,-2066,14550
-123,-1996,14555
-136,-1903,14560
-147,-1784,14565
-158,-1635,14570
-167,-1468,14575
-175,-1284,14580
-182,-1078,14585
-186,-861,14590
-190,-682,14595
-191,-426,14600
-191,-161,14605
-189,109,14610
-186,399,14615
-181,686,14620
-174,972,14625
-166,1263,14630
-156,1494,14635
-145,1763,14640
-132,2047,14645
-119,2329,14650
-104,2590,14655
-88,2846,14660
-72,3077,14665
-55,3299,14670
-37,3505,14675
-19,3650,14680
0,3822,14685
18,3976,14690
36,4098,14695
54,4190,14700
71,4242,14705
88,4259,14710
104,4239,14715
119,4201,14720
133,4125,14725
146,4025,14730
157,3901,14735
167,3756,14740
175,3589,14745
182,3402,14750
187,3192,14755
190,2952,14760
191,2760,14765
191,2514,14770
188,2256,14775
184,1988,14780
178,1714,14785
170,1429,14790
160,1156,14795
149,877,14800
137,608,14806
123,342,14811
107,86,14816
91,-161,14821
74,-397,14826
56,-614,14831
37,-813,14836
18,-982,14841
-1,-1126,14846
-21,-1214,14851
-40,-1300,14856
-58,-1353,14861
-77,-1371,14866
-94,-1360,14871
-110,-1320,14876
-126,-1249,14881
-140,-1160,14886
-152,-1067,14891
-163,-927,14896
-173,-765,14901
-180,-582,14906
-186,-369,14911
-189,-139,14916
-191,99,14921
-191,362,14926
-188,635,14931
-184,853,14936
-177,1130,14941
-169,1412,14946
-159,1699,14951
-147,1981,14956
-133,2270,14961
-118,2555,14966
-102,2816,14971
-85,3020,14976
-66,3260,14981
-47,3482,14986
-27,3686,14991
-7,3861,14996
13,4008,15001
33,4122,15006
53,4209,15011
72,4260,15016
90,4274,15021
108,4267,15026
124,4227,15031
139,4154,15036
152,4052,15041
164,3920,15046
173,3763,15051
181,3582,15056
187,3386,15062
190,3162,15067
191,2925,15072
190,2674,15077
187,2419,15082
182,2148,15087
174,1877,15092
165,1596,15097
153,1320,15102
140,1099,15107
125,830,15112
108,574,15117
90,330,15122
71,95,15127
51,-118,15132
31,-316,15137
10,-480,15142
-11,-598,15147
-32,-719,15152
-53,-805,15157
-73,-855,15162
-92,-869,15167
-110,-850,15172
-126,-798,15177
-142,-714,15182
-155,-600,15187
-166,-486,15192
-176,-321,15197
-183,-132,15202
-188,76,15207
-191,302,15212
-191,549,15217
-189,814,15222
-184,1081,15227
-177,1299,15232
-168,1574,15237
-157,1854,15242
-144,2132,15247
-128,2407,15252
-111,2676,15257
-93,2931,15262
-74,3164,15267
-53,3394,15272
-32,3563,15277
-10,3750,15282
12,3903,15287
34,4027,15292
55,4113,15297
76,4165,15302
95,4176,15307
114,4152,15312
131,4095,15318
146,4011,15323
159,3895,15328
170,3756,15333
179,3594,15338
186,3401,15343
190,3196,15348
191,2973,15353
190,2734,15358
186,2532,15363
180,2277,15368
171,2008,15373
160,1741,15378
147,1468,15383
132,1195,15388
114,939,15393
96,697,15398
75,507,15403
54,286,15408
32,86,15413
10,-90,15418
-13,-238,15423
-36,-356,15428
-58,-437,15433
-79,-480,15438
-99,-492,15443
-118,-475,15448
-135,-424,15453
-150,-339,15458
-163,-220,15463
-174,-77,15468
-182,91,15473
-188,286,15478
-191,504,15483
-191,700,15488
-188,937,15493
-183,1189,15498
-175,1458,15503
-164,1729,15508
-151,2002,15513
-136,2280,15518
-119,2548,15523
-99,2807,15528
-79,3002,15533
-57,3227,15538
-34,3448,15543
-11,3634,15548
12,3794,15553
36,3920,15558
58,4013,15563
80,4066,15568
101,4079,15574
120,4052,15579
138,3995,15584
153,3908,15589
166,3792,15594
176,3645,15599
184,3472,15604
189,3272,15609
191,3049,15614
190,2868,15619
186,2629,15624
180,2378,15629
170,2117,15634
158,1848,15639
143,1586,15644
126,1323,15649
107,1064,15654
86,868,15659
64,642,15664
41,431,15669
17,243,15674
-7,80,15679
-31,-46,15684
-55,-136,15689
-78,-187,15694
-99,-202,15699
-119,-186,15704
-137,-137,15709
-153,-52,15714
-166,63,15719
-177,207,15724
-185,379,15729
-190,577,15734
-191,797,15739
-190,974,15744
-185,1225,15749
-177,1486,15754
-167,1755,15759
-153,2031,15764
-137,2309,15769
-119,2575,15774
-99,2833,15779
-77,3077,15784
-53,3251,15789
-29,3465,15794
-4,3647,15799
21,3798,15804
45,3915,15809
69,3996,15814
92,4039,15819
113,4042,15824
132,4010,15830
149,3944,15835
163,3846,15840
175,3719,15845
184,3560,15850
189,3373,15855
191,3167,15860
190,2937,15865
185,2699,15870
178,2502,15875
167,2251,15880
153,1997,15885
136,1740,15890
117,1484,15895
96,1239,15900
73,1012,15905
49,799,15910
24,646,15915
-1,486,15920
-27,351,15925
-52,250,15930
-76,183,15935
-99,160,15940
-120,172,15945
-139,224,15950
-155,310,15955
-169,404,15960
-180,548,15965
-187,718,15970
-191,911,15975
-191,1128,15980
-188,1362,15985
-181,1613,15990
-171,1871,15995
-158,2079,16000
-142,2355,16005
-123,2615,16010
-102,2870,16015
-79,3109,16020
-54,3331,16025
-29,3543,16030
-3,3724,16035
24,3867,16040
50,3967,16045
74,4053,16050
98,4100,16055
120,4107,16060
139,4071,16065
156,4001,16070
170,3895,16075
180,3763,16080
187,3600,16086
191,3416,16091
191,3209,16096
187,2981,16101
179,2755,16106
168,2514,16111
154,2266,16116
137,2009,16121
116,1762,16126
94,1562,16131
70,1340,16136
44,1124,16141
18,931,16146
-9,773,16151
-36,653,16156
-62,568,16161
-87,520,16166
-110,511,16171
-131,538,16176
-150,603,16181
-165,701,16186
-177,831,16191
-185,986,16196
-190,1164,16201
-191,1366,16206
-188,1598,16211
-181,1787,16216
-171,2040,16221
-157,2306,16226
-139,2566,16231
-119,2828,16236
-97,3079,16241
-72,3321,16246
-46,3547,16251
-19,3708,16256
9,3880,16261
36,4019,16266
63,4124,16271
88,4186,16276
112,4203,16281
133,4187,16286
152,4131,16291
167,4038,16296
179,3941,16301
187,3794,16306
191,3622,16311
191,3429,16316
187,3210,16321
179,2975,16326
167,2732,16331
151,2484,16336
132,2230,16342
111,1978,16347
87,1734,16352
61,1506,16357
33,1297,16362
5,1107,16367
-23,956,16372
-51,838,16377
-77,762,16382
-102,736,16387
-125,741,16392
-145,779,16397
-162,847,16402
-175,949,16407
-185,1087,16412
-190,1253,16417
-191,1441,16422
-188,1610,16427
-181,1843,16432
-169,2078,16437
-154,2330,16442
-135,2589,16447
-114,2839,16452
-89,3081,16457
-63,3318,16462
-35,3533,16467
-6,3689,16472
22,3850,16477
51,3979,16482
78,4070,16487
103,4119,16492
126,4121,16497
147,4079,16502
164,4000,16507
177,3911,16512
186,3775,16517
191,3605,16522
191,3414,16527
187,3196,16532
