accel_x,accel_y,accel_z,range_sensor,t
-0.036621,0.073486,-0.937012,107.0,1.689212
-0.033691,0.052734,-0.938477,107.0,1.720864
-0.015137,0.075684,-0.911621,104.0,1.752864
-0.030273,0.05249,-0.927246,106.0,1.783861
-0.04126,0.064697,-0.916748,109.0,1.815888
-0.015869,0.073486,-0.926758,105.0,1.847737
-0.04126,0.074219,-0.929932,104.0,1.881737
-0.032715,0.065186,-0.93335,106.0,1.912907
-0.039795,0.061279,-0.945068,102.0,1.942806
-0.034668,0.000732,-0.923584,105.0,1.975007
-0.03833,0.055176,-0.924805,107.0,2.006005
-0.030762,0.073486,-0.915527,106.0,2.037072
-0.043701,0.054199,-0.929688,106.0,2.069068
-0.020264,0.081055,-0.932373,106.0,2.101067
-0.039063,0.071777,-0.939941,107.0,2.132071
-0.033447,0.079346,-0.932129,104.0,2.164071
-0.041016,0.060059,-0.933594,107.0,2.196067
-0.03125,0.068359,-0.945068,110.0,2.229081
-0.0271,0.050537,-0.918945,109.0,2.260071
-0.057617,0.070068,-0.91626,108.0,2.290067
-0.036377,0.064697,-0.930908,105.0,2.324071
-0.028809,0.062256,-0.937012,110.0,2.35507
-0.0271,0.049072,-0.923828,104.0,2.385067
-0.034424,0.079834,-0.918945,108.0,2.417067
-0.037109,0.06958,-0.94165,106.0,2.448071
-0.016113,0.054199,-0.925781,104.0,2.482071
-0.026855,0.08374,-0.922607,105.0,2.512067
-0.029785,0.070801,-0.940674,107.0,2.543067
-0.024902,0.057617,-0.927979,105.0,2.575071
-0.046631,0.062744,-0.929199,105.0,2.606067
-0.029541,0.058594,-0.940186,105.0,2.638076
-0.045898,0.079346,-0.9375,105.0,2.670071
-0.022705,0.077148,-0.945557,104.0,2.702067
-0.026855,0.078613,-0.95166,107.0,2.733071
-0.034424,0.061279,-0.936279,107.0,2.76407
-0.033447,0.056641,-0.923584,108.0,2.796092
-0.016602,0.112793,-0.921387,107.0,2.828067
-0.0354,0.070313,-0.921143,104.0,2.86107
-0.016357,0.07251,-0.936523,109.0,2.891067
-0.019775,0.083984,-0.929443,107.0,2.923068
-0.029297,0.111816,-0.937744,105.0,2.954069
-0.021484,0.060791,-0.926514,105.0,2.988081
-0.035156,0.046631,-0.930176,106.0,3.018067
-0.031006,0.06665,-0.919678,106.0,3.049071
-0.022949,0.083496,-0.931885,105.0,3.080871
-0.038086,0.077393,-0.926758,108.0,3.112442
-0.0271,0.05957,-0.91626,109.0,3.143445
-0.046143,0.067383,-0.929688,106.0,3.175441
-0.030273,0.07373,-0.937256,104.0,3.210445
-0.04248,0.05957,-0.927734,108.0,3.238447
-0.008057,0.072266,-0.951172,107.0,3.270441
-0.023438,0.057129,-0.927979,105.0,3.303367
-0.027832,0.083496,-0.926025,106.0,3.334365
-0.032471,0.058838,-0.92749,108.0,3.366365
-0.025879,0.068604,-0.938721,109.0,3.398369
-0.032471,0.081543,-0.927979,106.0,3.430368
-0.025879,0.072754,-0.934814,109.0,3.462369
-0.022705,0.052734,-0.937744,106.0,3.493369
-0.04126,0.075684,-0.927734,109.0,3.523368
-0.053223,0.05542,-0.936768,105.0,3.558179
-0.039551,0.069824,-0.929443,103.0,3.587314
-0.017334,0.056396,-0.933594,106.0,3.618966
-0.031738,0.053467,-0.994873,105.0,3.649971
-0.03418,0.087158,-0.925537,105.0,3.682091
-0.025635,0.066162,-0.933105,108.0,3.713439
-0.022217,0.07251,-0.934082,108.0,3.744428
-0.026367,0.056641,-0.921875,107.0,3.776431
-0.028564,0.082031,-0.92749,106.0,3.808443
-0.044678,0.052734,-0.92627,105.0,3.839441
-0.023193,0.077637,-0.919922,109.0,3.871432
-0.037354,0.054443,-0.928467,107.0,3.90246
-0.02417,0.060059,-0.919189,107.0,3.934464
-0.046143,0.076904,-0.928467,107.0,3.967453
-0.03125,0.071777,-0.924561,109.0,3.999431
-0.045898,0.056641,-0.912109,109.0,4.029992
-0.028809,0.042725,-0.910889,110.0,4.060991
-0.026855,0.04248,-0.922119,109.0,4.092991
-0.019043,0.052246,-0.936523,106.0,4.125993
-0.033691,0.072021,-0.922852,107.0,4.157995
-0.041748,0.066406,-0.925293,105.0,4.186992
-0.03125,0.060547,-0.942139,105.0,4.219026
-0.037354,0.080322,-0.937256,107.0,4.250992
-0.031006,0.067139,-0.921875,108.0,4.281991
-0.027344,0.086426,-0.923584,107.0,4.315995
-0.046875,0.064941,-0.938721,104.0,4.345992
-0.023438,0.053467,-0.944336,106.0,4.376992
-0.025879,0.063232,-0.902344,108.0,4.408991
-0.029541,0.052734,-0.932129,106.0,4.439991
-0.032471,0.048096,-0.927246,106.0,4.471992
-0.03125,0.068604,-0.913086,104.0,4.503991
-0.028809,0.074463,-0.927246,106.0,4.534992
-0.0354,0.050537,-0.918457,107.0,4.566999
-0.021729,0.032715,-0.943848,106.0,4.600995
-0.045166,0.063477,-0.918213,108.0,4.63
-0.042969,0.05835,-0.939697,111.0,4.664992
-0.021973,0.083008,-0.931885,107.0,4.695994
-0.017578,0.053955,-0.926758,108.0,4.724994
-0.054199,0.061768,-0.933594,109.0,4.755992
-0.030518,0.072754,-0.932373,109.0,4.787992
-0.02002,0.076416,-0.924561,108.0,4.820993
-0.036133,0.052979,-0.994629,108.0,4.851995
-0.024414,0.078369,-0.942627,108.0,4.882992
-0.040771,0.055176,-0.917236,104.0,4.914995
-0.034668,0.046387,-0.921387,105.0,4.949995
-0.029541,0.050781,-0.940918,105.0,4.977991
-0.031738,0.064941,-0.935059,106.0,5.009995
-0.040039,0.084717,-0.923584,108.0,5.041996
-0.036133,0.062744,-0.936768,105.0,5.074776
-0.038818,0.067627,-0.93042,106.0,5.104786
-0.041016,0.081055,-0.912598,103.0,5.137785
-0.04126,0.064941,-0.923828,107.0,5.169776
-0.02417,0.074219,-0.928467,105.0,5.200772
-0.012207,0.071777,-0.932373,108.0,5.231776
-0.032227,0.063477,-0.939697,107.0,5.262772
-0.010254,0.083252,-0.939697,107.0,5.295775
-0.039307,0.08252,-0.927734,108.0,5.326774
-0.027588,0.109619,-0.915283,103.0,5.357772
-0.01001,0.083252,-0.943848,106.0,5.389772
-0.031006,0.070557,-0.94458,104.0,5.420774
-0.026367,0.064697,-0.918701,107.0,5.452457
-0.032959,0.071289,-0.921631,107.0,5.484458
-0.026123,0.063477,-0.92749,105.0,5.515459
-0.037842,0.091064,-0.920898,106.0,5.549462
-0.028809,0.048096,-0.941162,107.0,5.580461
-0.0354,0.059814,-0.925293,107.0,5.612461
-0.038086,0.054932,-0.878174,106.0,5.64446
-0.043457,0.070557,-0.945801,106.0,5.674463
-0.043945,0.081299,-0.932129,106.0,5.706457
-0.048096,0.062012,-0.939453,109.0,5.737459
-0.040527,0.065918,-0.921143,107.0,5.771466
-0.031982,0.0625,-0.932617,103.0,5.800315
-0.036621,0.069336,-0.921631,106.0,5.834292
-0.016113,0.069824,-0.948242,104.0,5.863293
-0.02417,0.072998,-0.945313,106.0,5.895293
-0.03125,0.049561,-0.925537,106.0,5.927294
-0.018555,0.124268,-0.912354,107.0,5.95829
-0.033936,0.077637,-0.927002,105.0,5.990292
-0.040771,0.054932,-0.924316,109.0,6.021292
-0.015381,0.067871,-0.937012,102.0,6.056294
-0.031006,0.064209,-0.928955,105.0,6.088292
-0.043457,0.07959,-0.934326,107.0,6.11629
-0.036377,0.067627,-0.933838,107.0,6.148292
-0.019287,0.068604,-0.910645,106.0,6.18029
-0.03418,0.0625,-0.920654,107.0,6.210967
-0.029541,0.072998,-0.93457,106.0,6.242967
-0.025146,0.05957,-0.937744,104.0,6.275971
-0.039551,0.064209,-0.881836,105.0,6.305967
-0.047852,0.071533,-0.93335,106.0,6.337906
-0.031738,0.078613,-0.925293,108.0,6.369892
-0.014404,0.05127,-0.929199,102.0,6.404896
-0.033691,0.061768,-0.918945,108.0,6.432892
-0.026123,0.058105,-0.927002,106.0,6.463896
-0.037842,0.057617,-0.999512,107.0,6.497893
-0.032471,0.035156,-0.928711,106.0,6.529896
-0.032715,0.056885,-0.924561,108.0,6.560896
-0.019287,0.090332,-0.922363,107.0,6.590893
-0.037354,0.060791,-0.926758,106.0,6.623894
-0.026367,0.095459,-0.930908,104.0,6.654896
-0.02124,0.04248,-0.937744,108.0,6.686895
-0.013184,0.070557,-0.930176,104.0,6.717896
-0.043945,0.070313,-0.918701,109.0,6.750594
-0.0354,0.059814,-0.921875,107.0,6.780589
-0.023926,0.082031,-0.93457,106.0,6.812641
-0.04126,0.060303,-0.92041,108.0,6.844646
-0.046875,0.073486,-0.907471,107.0,6.875646
-0.030518,0.061768,-0.912842,109.0,6.907646
-0.019531,0.070557,-0.934814,108.0,6.938649
-0.038574,0.05542,-0.919922,108.0,6.97065
-0.030762,0.050537,-0.928223,104.0,7.00365
-0.024658,0.068848,-0.910156,105.0,7.0353
-0.013916,0.070313,-0.936279,105.0,7.065542
-0.029541,0.052979,-0.918457,106.0,7.096297
-0.015625,0.063232,-0.923584,106.0,7.128299
-0.032959,0.063965,-0.927979,108.0,7.161296
-0.042725,0.058105,-0.937256,111.0,7.192296
-0.034912,0.055908,-0.934082,108.0,7.223297
-0.033447,0.052246,-0.986328,106.0,7.2553
-0.03418,0.083252,-0.943848,110.0,7.287299
-0.031006,0.04834,-0.932129,103.0,7.318297
-0.027588,0.065674,-0.931641,107.0,7.350303
-0.024414,0.063477,-0.905762,104.0,7.381961
-0.0354,0.05542,-0.933838,105.0,7.415968
-0.011963,0.060303,-0.918945,104.0,7.447001
-0.042236,0.063965,-0.912842,105.0,7.478001
-0.026611,0.05249,-0.943604,104.0,7.509014
-0.028564,0.075439,-0.94043,107.0,7.539
-0.038818,0.058105,-0.919678,106.0,7.572012
-0.028564,0.05957,-0.927246,109.0,7.604002
-0.034668,0.071777,-0.931396,107.0,7.635706
-0.038818,0.080322,-0.915527,106.0,7.666711
-0.040039,0.073975,-0.930908,107.0,7.697708
-0.040771,0.045654,-0.923096,107.0,7.729703
-0.021729,0.079102,-0.931396,106.0,7.763737
-0.027344,0.069336,-0.95166,106.0,7.792713
-0.039063,0.060791,-0.922363,106.0,7.824707
-0.042236,0.053467,-0.929932,104.0,7.858705
-0.028809,0.116455,-0.943604,105.0,7.887702
-0.025391,0.069824,-0.924561,106.0,7.918702
-0.030029,0.07373,-0.919678,108.0,7.950702
-0.041992,0.057129,-0.930176,108.0,7.984404
-0.033447,0.065918,-0.921631,105.0,8.013777
-0.029541,0.078125,-0.9104,108.0,8.045008
-0.033447,0.060303,-0.929443,108.0,8.07974
-0.018311,0.098389,-0.905273,109.0,8.110553
-0.016357,0.06665,-0.942383,108.0,8.142556
-0.023926,0.067871,-0.922607,108.0,8.171664
-0.03418,0.078125,-0.918457,104.0,8.205812
-0.030762,0.091064,-0.931396,108.0,8.235106
-0.037109,0.070068,-0.934082,105.0,8.266777
-0.033691,0.070313,-0.909424,107.0,8.299255
-0.033447,0.056152,-0.923584,105.0,8.331383
-0.032715,0.062012,-0.955811,105.0,8.364611
-0.030518,0.049072,-0.934326,107.0,8.393021
-0.035889,0.100586,-0.946777,104.0,8.428219
-0.022461,0.071289,-0.915283,107.0,8.457381
-0.014404,0.072754,-0.91748,106.0,8.487951
-0.047607,0.052734,-0.924316,106.0,8.52027
-0.021729,0.063232,-0.938721,108.0,8.551473
-0.044678,0.057373,-0.91748,105.0,8.583075
-0.020508,0.06665,-0.924316,106.0,8.614296
-0.042725,0.058838,-0.923584,108.0,8.648607
-0.025879,0.070557,-0.935059,108.0,8.677855
-0.035156,0.056641,-0.927979,104.0,8.71129
-0.031006,0.07666,-0.926514,110.0,8.74151
-0.042236,0.064941,-0.950928,107.0,8.772766
-0.046631,0.088135,-0.933594,106.0,8.805718
-0.030029,0.124512,-0.916016,109.0,8.835716
-0.035156,0.052246,-0.917725,107.0,8.867937
-0.037109,0.06543,-0.925537,105.0,8.899999
-0.018066,0.0625,-0.932373,106.0,8.931221
-0.036133,0.059326,-0.919922,104.0,8.963474
-0.029297,0.077637,-0.923828,104.0,8.993716
-0.033936,0.046387,-0.928955,106.0,9.025624
-0.023926,0.071777,-0.94043,106.0,9.05782
-0.033203,0.057861,-0.944336,106.0,9.088835
-0.034912,0.093994,-0.920166,110.0,9.120428
-0.025146,0.079346,-0.932129,106.0,9.155507
-0.032959,0.058594,-0.917236,108.0,9.183712
-0.041992,0.062988,-0.918945,108.0,9.216933
-0.033691,0.070068,-0.927246,103.0,9.249789
